"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","109","Activity Type_Newly created Activity type should be displayed in Activity dropdown","chromium","Wed Aug 27 07:13:08 UTC 2025","failed","Wed Aug 27 07:13:08 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","130","Activity Type_Edit Existing Record and Validate details","chromium","Wed Aug 27 07:13:05 UTC 2025","failed","Wed Aug 27 07:13:05 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","299","Activity Type_Create Activity Type with Mandatory fields","chromium","Wed Aug 27 07:13:06 UTC 2025","failed","Wed Aug 27 07:13:06 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","122","@pageloadtests Activity Type_Navigate to Admin_MasterFiles_ActivityType","chromium","Wed Aug 27 07:13:04 UTC 2025","failed","Wed Aug 27 07:13:04 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","273","Activity Type_Quick Search for each column","chromium","Wed Aug 27 07:13:06 UTC 2025","failed","Wed Aug 27 07:13:06 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","130","Activity Type_Add New Record and Validate details","chromium","Wed Aug 27 07:13:04 UTC 2025","failed","Wed Aug 27 07:13:04 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","123","Activity Type_User should not be able to Delete System Activity Type","chromium","Wed Aug 27 07:13:07 UTC 2025","failed","Wed Aug 27 07:13:07 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","133","Activity Type_Validate Mandatory fields","chromium","Wed Aug 27 07:13:05 UTC 2025","failed","Wed Aug 27 07:13:05 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","129","Activity Type_Validate Page Controls","chromium","Wed Aug 27 07:13:07 UTC 2025","failed","Wed Aug 27 07:13:07 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
