"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23128","Activity Type_Validate Mandatory fields","chromium","Tue Aug 26 04:35:52 UTC 2025","passed","Tue Aug 26 04:36:15 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","12773","Activity Type_Validate Page Controls","chromium","Tue Aug 26 04:36:54 UTC 2025","passed","Tue Aug 26 04:37:07 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","46459","Activity Type_Edit Existing Record and Validate details","chromium","Tue Aug 26 04:35:52 UTC 2025","passed","Tue Aug 26 04:36:38 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","90585","Activity Type_Quick Search for each column","chromium","Tue Aug 26 04:36:32 UTC 2025","passed","Tue Aug 26 04:38:02 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","361728","Activity Type_Newly created Activity type should be displayed in Activity dropdown","chromium","Tue Aug 26 04:37:07 UTC 2025","broken","Tue Aug 26 04:43:09 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","16109","Activity Type_User should not be able to Delete System Activity Type","chromium","Tue Aug 26 04:36:38 UTC 2025","passed","Tue Aug 26 04:36:54 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","360606","@pageloadtests Activity Type_Navigate to Admin_MasterFiles_ActivityType","chromium","Tue Aug 26 04:35:52 UTC 2025","broken","Tue Aug 26 04:41:52 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","361488","Activity Type_Create Activity Type with Mandatory fields","chromium","Tue Aug 26 04:36:15 UTC 2025","broken","Tue Aug 26 04:42:16 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","39872","Activity Type_Add New Record and Validate details","chromium","Tue Aug 26 04:35:52 UTC 2025","passed","Tue Aug 26 04:36:32 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
