"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","145778","Activity Template_Quick Search for each column","chromium","Tue Aug 26 07:34:33 UTC 2025","passed","Tue Aug 26 07:36:59 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
"","47460","Activity Template_Edit details","chromium","Tue Aug 26 07:28:45 UTC 2025","passed","Tue Aug 26 07:29:32 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
"","28122","Activity Template_Validate Delete Activty template","chromium","Tue Aug 26 07:36:25 UTC 2025","passed","Tue Aug 26 07:36:53 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
"","21823","Activity Template_Validate Mandatory fields","chromium","Tue Aug 26 07:29:32 UTC 2025","passed","Tue Aug 26 07:29:54 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
"","28982","Activity Template_Create Activity template with Only Mandatory fields","chromium","Tue Aug 26 07:29:54 UTC 2025","passed","Tue Aug 26 07:30:23 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
"","40519","Activity Template_Add New Record and Validate details","chromium","Tue Aug 26 07:28:04 UTC 2025","passed","Tue Aug 26 07:28:45 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
"","360559","@pageloadtests Activity Template_Navigate to Admin_MasterFiles_ActivityTemplate","chromium","Tue Aug 26 07:28:04 UTC 2025","broken","Tue Aug 26 07:34:05 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
"","26997","Activity Template_Validate Maintain Communication Template Field","chromium","Tue Aug 26 07:34:05 UTC 2025","failed","Tue Aug 26 07:34:32 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
"","361762","Activity Template_Validate Maintain Reports Field","chromium","Tue Aug 26 07:30:23 UTC 2025","broken","Tue Aug 26 07:36:25 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
"","21934","Activity Template_Validate Page Controls","chromium","Tue Aug 26 07:36:53 UTC 2025","passed","Tue Aug 26 07:37:15 UTC 2025","","Admin_MasterFiles_ActivityTemplate.spec.js","",""
