"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","361484","Activity Type_Create Activity Type with Mandatory fields","chromium","Tue Aug 26 05:19:00 UTC 2025","broken","Tue Aug 26 05:25:02 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","23759","Activity Type_Quick Search for each column","chromium","Tue Aug 26 05:19:12 UTC 2025","failed","Tue Aug 26 05:19:36 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","46173","Activity Type_Add New Record and Validate details","chromium","Tue Aug 26 05:18:26 UTC 2025","passed","Tue Aug 26 05:19:12 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","361694","Activity Type_Newly created Activity type should be displayed in Activity dropdown","chromium","Tue Aug 26 05:19:36 UTC 2025","broken","Tue Aug 26 05:25:38 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","49216","Activity Type_Edit Existing Record and Validate details","chromium","Tue Aug 26 05:18:26 UTC 2025","passed","Tue Aug 26 05:19:15 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","21293","Activity Type_User should not be able to Delete System Activity Type","chromium","Tue Aug 26 05:19:15 UTC 2025","passed","Tue Aug 26 05:19:36 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","34306","Activity Type_Validate Mandatory fields","chromium","Tue Aug 26 05:18:26 UTC 2025","passed","Tue Aug 26 05:19:00 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","360729","@pageloadtests Activity Type_Navigate to Admin_MasterFiles_ActivityType","chromium","Tue Aug 26 05:18:26 UTC 2025","broken","Tue Aug 26 05:24:27 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","19741","Activity Type_Validate Page Controls","chromium","Tue Aug 26 05:19:37 UTC 2025","passed","Tue Aug 26 05:19:56 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
