"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19669","@pageloadtests Activity Type_Navigate to Admin_MasterFiles_ActivityType","chromium","Sun Aug 31 14:28:37 UTC 2025","passed","Sun Aug 31 14:28:57 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","14814","Activity Type_Validate Page Controls","chromium","Sun Aug 31 14:29:25 UTC 2025","passed","Sun Aug 31 14:29:40 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","360642","Activity Type_Add New Record and Validate details","chromium","Sun Aug 31 14:28:37 UTC 2025","broken","Sun Aug 31 14:34:38 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","22226","Activity Type_Validate Mandatory fields","chromium","Sun Aug 31 14:28:37 UTC 2025","passed","Sun Aug 31 14:28:59 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","96265","Activity Type_Quick Search for each column","chromium","Sun Aug 31 14:28:59 UTC 2025","passed","Sun Aug 31 14:30:35 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","18237","Activity Type_User should not be able to Delete System Activity Type","chromium","Sun Aug 31 14:29:23 UTC 2025","passed","Sun Aug 31 14:29:41 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","48414","Activity Type_Edit Existing Record and Validate details","chromium","Sun Aug 31 14:28:37 UTC 2025","passed","Sun Aug 31 14:29:25 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","62197","Activity Type_Newly created Activity type should be displayed in Activity dropdown","chromium","Sun Aug 31 14:29:40 UTC 2025","passed","Sun Aug 31 14:30:42 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
"","26571","Activity Type_Create Activity Type with Mandatory fields","chromium","Sun Aug 31 14:28:57 UTC 2025","passed","Sun Aug 31 14:29:23 UTC 2025","","Admin_MasterFiles_ActivityType.spec.js","",""
